Medicine_ID,Medicine_Name,Strength,Use_Case,Alternative,Stock,Dosage_Instruction
7784,Clarithromycin,400mg,Headache,Clarithromycin,No,As directed by doctor
7785,Vitamin C,500mg,Fever,Amoxicillin,No,1 tablet daily
7786,Electral,250mg,Dehydration,Amoxicillin,Yes,1 capsule every 8 hrs
7787,Famotidine,500mg,Throat Infection,Paracetamol,No,1 capsule every 8 hrs
7788,Zincovit,250mg,Pain,Azithromycin,Yes,1 tablet daily
7789,Crocin,10ml,Acidity,Vitamin C,Yes,1 tablet every 6 hrs
7790,Vitamin C,10ml,Pain,Azithromycin,Yes,As directed by doctor
7791,Clarithromycin,500mg,Fever,Glimepiride,Yes,1 tablet after meals
7792,Paracetamol,250mg,Headache,Ibuprofen,No,1 tablet every 6 hrs
7793,Clarithromycin,500mg,Cold,Paracetamol,Yes,As directed by doctor
7794,Famotidine,400mg,Headache,Azithromycin,Yes,1 capsule every 8 hrs
7795,Ibuprofen,500mg,Acidity,Diclofenac,Yes,1 tablet after meals
7796,Diclofenac,650mg,Acidity,Amoxicillin,Yes,1 tablet daily
7797,Zincovit,10ml,Pain,Crocin,Yes,1 capsule every 8 hrs
7798,Amoxicillin,10ml,Diabetes,ORS,Yes,1 tablet after meals
7799,Diclofenac,100mg,Diabetes,Diclofenac,Yes,1 tablet daily
7800,Ranitidine,650mg,Acidity,ORS,Yes,1 capsule every 8 hrs
7801,Zincovit,100mg,Dehydration,Clarithromycin,No,1 tablet after meals
7802,Famotidine,650mg,Headache,Azithromycin,No,1 tablet daily
7803,Levocetirizine,200ml,Throat Infection,Clarithromycin,No,1 tablet after meals
7804,Levocetirizine,500mg,Inflammation,Levocetirizine,Yes,As directed by doctor
7805,Metformin,500mg,Headache,Famotidine,Yes,1 tablet every 6 hrs
7806,Cetirizine,200ml,Fever,Clarithromycin,Yes,1 capsule every 8 hrs
7807,Zincovit,650mg,Inflammation,Crocin,Yes,1 tablet every 6 hrs
7808,Amoxicillin,650mg,Cold,Famotidine,No,As directed by doctor
7809,Zincovit,400mg,Inflammation,Electral,Yes,1 tablet daily
7810,Vitamin C,400mg,Allergy,Amoxicillin,No,As directed by doctor
7811,Azithromycin,200ml,Inflammation,Metformin,No,1 tablet daily
7812,Diclofenac,250mg,Diabetes,Cetirizine,No,1 tablet after meals
7813,Amoxicillin,10ml,Immunity Boost,Ranitidine,No,1 tablet every 6 hrs
7814,Crocin,650mg,Dehydration,Amoxicillin,No,1 capsule every 8 hrs
7815,Crocin,10ml,Throat Infection,Zincovit,No,1 tablet daily
7816,Famotidine,100mg,Pain,Insulin,No,As directed by doctor
7817,Dolo,100mg,Acidity,Dolo,Yes,1 tablet every 6 hrs
7818,ORS,10ml,Inflammation,Insulin,No,As directed by doctor
7819,Amoxicillin,200ml,Cold,Insulin,No,1 tablet every 6 hrs
7820,Insulin,200ml,Cold,Glimepiride,Yes,As directed by doctor
7821,ORS,650mg,Dehydration,Zincovit,No,As directed by doctor
7822,Clarithromycin,200ml,Headache,Metformin,No,1 tablet after meals
7823,Levocetirizine,500mg,Fever,Clarithromycin,No,1 tablet after meals
7824,Glimepiride,200ml,Diabetes,Glimepiride,No,1 capsule every 8 hrs
7825,Paracetamol,500mg,Throat Infection,Crocin,No,1 tablet at night
7826,Insulin,250mg,Fever,Paracetamol,Yes,1 tablet after meals
7827,Ranitidine,100mg,Pain,Famotidine,Yes,1 tablet at night
7828,Electral,100mg,Fever,Zincovit,Yes,1 tablet at night
7829,Glimepiride,250mg,Pain,Clarithromycin,No,1 tablet at night
7830,Ibuprofen,500mg,Inflammation,Diclofenac,No,1 tablet daily
7831,Insulin,10ml,Acidity,Azithromycin,Yes,1 tablet daily
7832,Diclofenac,500mg,Dehydration,Dolo,Yes,As directed by doctor
7833,Levocetirizine,10ml,Diabetes,Azithromycin,Yes,As directed by doctor
7834,Ibuprofen,100mg,Acidity,Azithromycin,No,1 tablet every 6 hrs
7835,Diclofenac,200ml,Diabetes,Azithromycin,Yes,1 tablet daily
7836,Paracetamol,100mg,Immunity Boost,Ranitidine,No,1 tablet after meals
7837,Ranitidine,400mg,Inflammation,Ranitidine,Yes,1 capsule every 8 hrs
7838,Levocetirizine,650mg,Acidity,ORS,No,1 tablet after meals
7839,Insulin,500mg,Diabetes,Azithromycin,No,1 tablet every 6 hrs
7840,Vitamin C,500mg,Throat Infection,Glimepiride,Yes,1 tablet at night
7841,Diclofenac,500mg,Inflammation,Glimepiride,No,1 tablet at night
7842,Clarithromycin,500mg,Cold,Ranitidine,No,1 capsule every 8 hrs
7843,Paracetamol,10ml,Cold,Paracetamol,No,As directed by doctor
7844,Clarithromycin,10ml,Pain,Electral,No,1 tablet after meals
7845,Insulin,650mg,Cold,Metformin,No,1 capsule every 8 hrs
7846,Azithromycin,10ml,Acidity,Cetirizine,No,1 tablet at night
7847,Levocetirizine,10ml,Dehydration,Ranitidine,No,1 tablet at night
7848,Azithromycin,250mg,Dehydration,Glimepiride,Yes,1 tablet at night
7849,Metformin,250mg,Pain,Levocetirizine,No,1 tablet at night
7850,Paracetamol,400mg,Headache,Clarithromycin,No,1 capsule every 8 hrs
7851,Azithromycin,10ml,Diabetes,Azithromycin,Yes,1 tablet every 6 hrs
7852,Azithromycin,400mg,Immunity Boost,Azithromycin,Yes,1 tablet every 6 hrs
7853,Famotidine,500mg,Dehydration,Famotidine,No,1 tablet after meals
7854,Cetirizine,500mg,Bacterial Infection,Famotidine,No,1 capsule every 8 hrs
7855,Crocin,650mg,Pain,Electral,No,1 capsule every 8 hrs
7856,Dolo,10ml,Dehydration,Cetirizine,No,1 tablet at night
7857,Electral,500mg,Fever,Electral,Yes,1 tablet daily
7858,Paracetamol,200ml,Pain,Amoxicillin,No,1 tablet at night
7859,Famotidine,250mg,Bacterial Infection,Levocetirizine,No,1 capsule every 8 hrs
7860,Paracetamol,650mg,Acidity,Dolo,Yes,1 capsule every 8 hrs
7861,ORS,10ml,Pain,Electral,No,1 tablet at night
7862,ORS,400mg,Dehydration,Cetirizine,No,1 tablet every 6 hrs
7863,Insulin,500mg,Throat Infection,Zincovit,Yes,1 capsule every 8 hrs
7864,Ibuprofen,250mg,Cold,Vitamin C,No,1 tablet at night
7865,Zincovit,10ml,Pain,Amoxicillin,No,1 tablet after meals
7866,Azithromycin,10ml,Pain,Zincovit,Yes,1 capsule every 8 hrs
7867,Levocetirizine,400mg,Fever,Crocin,Yes,1 tablet every 6 hrs
7868,Famotidine,500mg,Diabetes,Cetirizine,Yes,1 tablet after meals
7869,Diclofenac,100mg,Cold,Glimepiride,Yes,1 tablet after meals
7870,Zincovit,400mg,Pain,Dolo,No,1 tablet every 6 hrs
7871,Glimepiride,500mg,Inflammation,ORS,No,1 capsule every 8 hrs
7872,Paracetamol,500mg,Acidity,Dolo,No,1 tablet every 6 hrs
7873,Levocetirizine,10ml,Allergy,Azithromycin,Yes,1 tablet at night
7874,ORS,650mg,Fever,ORS,Yes,1 tablet at night
7875,Azithromycin,10ml,Allergy,Paracetamol,Yes,1 tablet every 6 hrs
7876,Vitamin C,400mg,Immunity Boost,Ranitidine,No,1 tablet daily
7877,Diclofenac,100mg,Headache,Electral,Yes,1 tablet at night
7878,Levocetirizine,200ml,Immunity Boost,Famotidine,No,1 tablet at night
7879,Azithromycin,200ml,Inflammation,ORS,No,1 tablet daily
7880,ORS,400mg,Immunity Boost,Paracetamol,No,1 tablet after meals
7881,Paracetamol,200ml,Allergy,Crocin,Yes,1 capsule every 8 hrs
7882,Amoxicillin,500mg,Dehydration,Amoxicillin,No,As directed by doctor
7883,Zincovit,650mg,Dehydration,Cetirizine,No,1 tablet daily
7884,Azithromycin,500mg,Dehydration,Famotidine,No,1 capsule every 8 hrs
7885,Glimepiride,500mg,Immunity Boost,ORS,No,1 tablet every 6 hrs
7886,Vitamin C,400mg,Inflammation,Clarithromycin,Yes,1 tablet daily
7887,Paracetamol,200ml,Acidity,Crocin,No,As directed by doctor
7888,Ranitidine,200ml,Cold,Clarithromycin,No,1 tablet after meals
7889,Electral,500mg,Immunity Boost,Zincovit,No,1 tablet daily
7890,Famotidine,10ml,Cold,Zincovit,No,1 tablet daily
7891,Diclofenac,250mg,Diabetes,Electral,Yes,1 tablet daily
7892,ORS,200ml,Allergy,Azithromycin,No,1 capsule every 8 hrs
7893,Azithromycin,100mg,Allergy,Diclofenac,Yes,1 capsule every 8 hrs
7894,Paracetamol,400mg,Headache,ORS,Yes,As directed by doctor
7895,ORS,10ml,Fever,Paracetamol,No,1 tablet every 6 hrs
7896,Amoxicillin,500mg,Pain,Zincovit,Yes,1 capsule every 8 hrs
7897,Metformin,650mg,Pain,Vitamin C,No,1 tablet every 6 hrs
7898,Glimepiride,650mg,Immunity Boost,Vitamin C,Yes,1 tablet daily
7899,Azithromycin,650mg,Acidity,Dolo,No,1 tablet after meals
7900,Ranitidine,500mg,Inflammation,Famotidine,Yes,1 tablet daily
7901,Metformin,650mg,Headache,Dolo,No,1 tablet at night
7902,Cetirizine,200ml,Throat Infection,Dolo,No,1 tablet at night
7903,Dolo,650mg,Bacterial Infection,Insulin,No,As directed by doctor
7904,Glimepiride,10ml,Throat Infection,Crocin,No,1 tablet after meals
7905,Ranitidine,500mg,Inflammation,Clarithromycin,No,As directed by doctor
7906,ORS,200ml,Inflammation,Famotidine,No,1 tablet after meals
7907,Amoxicillin,100mg,Acidity,Levocetirizine,No,1 tablet daily
7908,Amoxicillin,400mg,Immunity Boost,Glimepiride,No,1 tablet after meals
7909,Levocetirizine,200ml,Fever,Clarithromycin,No,1 tablet after meals
7910,Glimepiride,200ml,Throat Infection,Azithromycin,Yes,1 tablet every 6 hrs
7911,Levocetirizine,500mg,Diabetes,Ibuprofen,No,1 tablet at night
7912,Dolo,100mg,Headache,Electral,Yes,1 tablet at night
7913,Ibuprofen,400mg,Throat Infection,Vitamin C,Yes,1 tablet every 6 hrs
7914,Glimepiride,10ml,Dehydration,Glimepiride,No,1 capsule every 8 hrs
7915,Vitamin C,650mg,Acidity,Ibuprofen,Yes,1 tablet at night
7916,Dolo,250mg,Allergy,Ibuprofen,No,1 tablet at night
7917,Glimepiride,400mg,Inflammation,Crocin,Yes,1 tablet daily
7918,Electral,500mg,Headache,Glimepiride,Yes,As directed by doctor
7919,Amoxicillin,400mg,Pain,Cetirizine,No,1 tablet daily
7920,Ranitidine,400mg,Immunity Boost,Diclofenac,No,1 tablet every 6 hrs
7921,Crocin,10ml,Headache,Electral,No,1 tablet daily
7922,Metformin,100mg,Dehydration,Cetirizine,Yes,As directed by doctor
7923,Crocin,200ml,Pain,Paracetamol,Yes,1 tablet daily
7924,Clarithromycin,200ml,Fever,Diclofenac,No,1 tablet at night
7925,Zincovit,200ml,Immunity Boost,Glimepiride,Yes,1 tablet daily
7926,ORS,200ml,Bacterial Infection,Azithromycin,Yes,1 capsule every 8 hrs
7927,Metformin,100mg,Allergy,Dolo,No,1 tablet at night
7928,ORS,200ml,Cold,Ibuprofen,No,1 tablet after meals
7929,Ranitidine,200ml,Dehydration,Zincovit,Yes,1 capsule every 8 hrs
7930,Zincovit,250mg,Pain,Paracetamol,No,1 tablet every 6 hrs
7931,Metformin,400mg,Immunity Boost,Amoxicillin,Yes,As directed by doctor
7932,Ranitidine,500mg,Immunity Boost,Crocin,No,1 tablet daily
7933,Insulin,250mg,Dehydration,ORS,Yes,1 tablet at night
7934,Metformin,650mg,Immunity Boost,Electral,No,1 tablet at night
7935,Zincovit,650mg,Pain,Famotidine,Yes,1 tablet at night
7936,Paracetamol,400mg,Headache,Cetirizine,Yes,1 tablet after meals
7937,Metformin,10ml,Bacterial Infection,ORS,Yes,1 tablet at night
7938,Famotidine,400mg,Bacterial Infection,Levocetirizine,No,1 capsule every 8 hrs
7939,ORS,250mg,Allergy,ORS,Yes,1 tablet at night
7940,Insulin,200ml,Acidity,Ibuprofen,No,1 tablet after meals
7941,Ranitidine,100mg,Inflammation,Famotidine,Yes,1 tablet at night
7942,Ibuprofen,650mg,Pain,Dolo,Yes,1 tablet every 6 hrs
7943,Famotidine,200ml,Immunity Boost,Ranitidine,Yes,1 tablet every 6 hrs
7944,Cetirizine,10ml,Fever,Dolo,No,As directed by doctor
7945,Glimepiride,500mg,Headache,Glimepiride,Yes,1 tablet after meals
7946,Diclofenac,500mg,Fever,Clarithromycin,No,1 tablet daily
7947,Metformin,500mg,Cold,Ranitidine,No,1 tablet daily
7948,Cetirizine,100mg,Inflammation,Levocetirizine,Yes,1 tablet at night
7949,Cetirizine,650mg,Fever,Paracetamol,Yes,As directed by doctor
7950,ORS,200ml,Pain,Azithromycin,Yes,1 capsule every 8 hrs
7951,Ranitidine,500mg,Dehydration,Ranitidine,Yes,As directed by doctor
7952,Cetirizine,250mg,Dehydration,Glimepiride,Yes,1 tablet daily
7953,Metformin,10ml,Headache,Metformin,Yes,As directed by doctor
7954,Levocetirizine,400mg,Bacterial Infection,Clarithromycin,No,1 tablet after meals
7955,Dolo,100mg,Pain,Glimepiride,Yes,1 tablet at night
7956,Insulin,650mg,Immunity Boost,Famotidine,Yes,1 tablet every 6 hrs
7957,Crocin,250mg,Immunity Boost,Paracetamol,Yes,1 tablet at night
7958,Metformin,650mg,Inflammation,Amoxicillin,Yes,As directed by doctor
7959,Ibuprofen,10ml,Acidity,Ibuprofen,Yes,1 capsule every 8 hrs
7960,Cetirizine,400mg,Dehydration,Paracetamol,Yes,1 tablet every 6 hrs
7961,Ranitidine,10ml,Allergy,Electral,No,1 tablet every 6 hrs
7962,Famotidine,100mg,Throat Infection,Crocin,No,1 tablet every 6 hrs
7963,Ibuprofen,100mg,Inflammation,Glimepiride,Yes,1 tablet at night
7964,Amoxicillin,500mg,Cold,Famotidine,Yes,1 tablet daily
7965,Paracetamol,500mg,Dehydration,Diclofenac,No,1 tablet after meals
7966,Insulin,100mg,Acidity,Levocetirizine,No,1 tablet every 6 hrs
7967,Dolo,250mg,Cold,Crocin,Yes,1 tablet after meals
7968,Dolo,650mg,Pain,Ranitidine,Yes,1 tablet after meals
7969,Ranitidine,100mg,Fever,Cetirizine,Yes,1 tablet daily
7970,Metformin,200ml,Diabetes,Azithromycin,No,1 tablet every 6 hrs
7971,ORS,400mg,Fever,Dolo,Yes,1 tablet at night
7972,Clarithromycin,100mg,Headache,Ranitidine,No,1 tablet after meals
7973,Clarithromycin,100mg,Bacterial Infection,Zincovit,No,As directed by doctor
7974,Vitamin C,650mg,Diabetes,ORS,Yes,1 tablet after meals
7975,Paracetamol,650mg,Cold,Levocetirizine,No,1 capsule every 8 hrs
7976,Dolo,400mg,Bacterial Infection,Vitamin C,No,1 tablet after meals
7977,Zincovit,100mg,Bacterial Infection,Amoxicillin,Yes,1 tablet after meals
7978,Paracetamol,400mg,Cold,Vitamin C,No,1 tablet after meals
7979,Azithromycin,10ml,Inflammation,Glimepiride,No,1 tablet after meals
7980,ORS,500mg,Pain,Vitamin C,No,1 tablet every 6 hrs
7981,Famotidine,250mg,Allergy,Paracetamol,No,1 tablet after meals
7982,Ranitidine,250mg,Diabetes,Paracetamol,No,As directed by doctor
7983,Famotidine,400mg,Headache,Famotidine,No,1 tablet every 6 hrs
7984,ORS,100mg,Headache,Insulin,Yes,1 capsule every 8 hrs
7985,Clarithromycin,500mg,Diabetes,Crocin,No,1 tablet after meals
7986,Metformin,650mg,Allergy,Levocetirizine,Yes,1 tablet at night
7987,Metformin,10ml,Headache,Cetirizine,Yes,1 tablet after meals
7988,Levocetirizine,400mg,Headache,Crocin,No,1 tablet daily
7989,Amoxicillin,400mg,Dehydration,Glimepiride,Yes,1 tablet at night
7990,Cetirizine,200ml,Bacterial Infection,Levocetirizine,Yes,1 capsule every 8 hrs
7991,Levocetirizine,400mg,Allergy,Paracetamol,No,1 tablet at night
7992,Cetirizine,200ml,Bacterial Infection,Glimepiride,No,1 tablet every 6 hrs
7993,Ranitidine,200ml,Bacterial Infection,Electral,No,As directed by doctor
7994,Cetirizine,100mg,Allergy,Famotidine,No,1 capsule every 8 hrs
7995,Zincovit,400mg,Bacterial Infection,Clarithromycin,Yes,1 tablet daily
7996,Clarithromycin,100mg,Throat Infection,Clarithromycin,Yes,As directed by doctor
7997,Diclofenac,250mg,Dehydration,Metformin,No,1 tablet every 6 hrs
7998,Ibuprofen,500mg,Headache,Levocetirizine,No,1 tablet after meals
7999,Crocin,10ml,Immunity Boost,Electral,No,1 tablet at night
8000,Levocetirizine,500mg,Throat Infection,Ranitidine,Yes,1 tablet every 6 hrs
8001,Amoxicillin,100mg,Inflammation,Cetirizine,Yes,1 tablet daily
8002,Ibuprofen,100mg,Immunity Boost,Vitamin C,No,1 tablet at night
8003,Ranitidine,100mg,Inflammation,Vitamin C,No,1 tablet at night
8004,Metformin,500mg,Headache,Amoxicillin,Yes,As directed by doctor
8005,Dolo,200ml,Pain,Ibuprofen,Yes,As directed by doctor
8006,Glimepiride,200ml,Cold,Crocin,Yes,1 capsule every 8 hrs
8007,Dolo,250mg,Throat Infection,Insulin,Yes,1 tablet every 6 hrs
8008,Diclofenac,650mg,Pain,ORS,Yes,1 tablet daily
8009,Glimepiride,400mg,Fever,Zincovit,No,1 tablet at night
8010,Insulin,250mg,Immunity Boost,Ranitidine,Yes,1 tablet after meals
8011,Glimepiride,650mg,Throat Infection,Amoxicillin,Yes,As directed by doctor
8012,Ranitidine,250mg,Inflammation,Crocin,Yes,1 tablet daily
8013,Insulin,500mg,Diabetes,Famotidine,Yes,1 tablet at night
8014,Crocin,200ml,Immunity Boost,Cetirizine,Yes,1 tablet after meals
8015,Clarithromycin,200ml,Cold,Glimepiride,Yes,1 tablet every 6 hrs
8016,Electral,10ml,Acidity,ORS,Yes,1 tablet daily
8017,Insulin,500mg,Acidity,Ranitidine,Yes,1 capsule every 8 hrs
8018,Ibuprofen,650mg,Immunity Boost,Diclofenac,Yes,1 tablet every 6 hrs
8019,Crocin,200ml,Throat Infection,Ibuprofen,Yes,1 tablet at night
8020,Diclofenac,10ml,Allergy,Ibuprofen,Yes,As directed by doctor
8021,Glimepiride,100mg,Allergy,Glimepiride,Yes,1 tablet daily
8022,Zincovit,250mg,Throat Infection,Zincovit,No,1 tablet at night
8023,Dolo,100mg,Headache,Vitamin C,Yes,1 tablet every 6 hrs
8024,Paracetamol,500mg,Pain,Electral,No,1 tablet daily
8025,Insulin,400mg,Fever,Famotidine,No,1 tablet at night
8026,Paracetamol,250mg,Allergy,Insulin,Yes,As directed by doctor
8027,Cetirizine,100mg,Bacterial Infection,ORS,No,1 tablet every 6 hrs
8028,Dolo,100mg,Headache,Glimepiride,Yes,1 tablet daily
8029,Metformin,650mg,Allergy,Diclofenac,No,1 tablet after meals
8030,Glimepiride,650mg,Acidity,Ranitidine,Yes,1 tablet after meals
8031,Ranitidine,10ml,Acidity,ORS,Yes,1 tablet after meals
8032,Diclofenac,650mg,Diabetes,Ibuprofen,Yes,As directed by doctor
8033,Cetirizine,650mg,Inflammation,Diclofenac,No,1 tablet every 6 hrs
8034,Cetirizine,250mg,Bacterial Infection,Ibuprofen,Yes,1 tablet after meals
8035,Azithromycin,400mg,Headache,Cetirizine,No,1 tablet every 6 hrs
8036,Levocetirizine,10ml,Throat Infection,Azithromycin,No,1 tablet after meals
8037,ORS,200ml,Bacterial Infection,Electral,No,1 tablet after meals
8038,Diclofenac,10ml,Bacterial Infection,Famotidine,No,1 tablet daily
8039,ORS,500mg,Bacterial Infection,Diclofenac,No,1 tablet after meals
8040,Ibuprofen,10ml,Cold,Crocin,Yes,As directed by doctor
8041,Insulin,10ml,Fever,Azithromycin,Yes,1 capsule every 8 hrs
8042,Diclofenac,10ml,Cold,Zincovit,No,1 tablet daily
8043,Dolo,10ml,Fever,Ranitidine,No,As directed by doctor
8044,Azithromycin,200ml,Throat Infection,Glimepiride,No,1 tablet at night
8045,ORS,250mg,Headache,Cetirizine,Yes,1 tablet daily
8046,Ranitidine,500mg,Inflammation,Crocin,No,1 tablet every 6 hrs
8047,Metformin,200ml,Allergy,Zincovit,No,1 capsule every 8 hrs
8048,Insulin,400mg,Pain,Vitamin C,No,1 tablet every 6 hrs
8049,Vitamin C,250mg,Throat Infection,Electral,Yes,1 tablet after meals
8050,Azithromycin,250mg,Acidity,Cetirizine,No,1 capsule every 8 hrs
8051,Zincovit,200ml,Bacterial Infection,Paracetamol,Yes,1 capsule every 8 hrs
8052,Metformin,650mg,Headache,Crocin,Yes,1 tablet after meals
8053,Metformin,500mg,Dehydration,Dolo,No,1 tablet at night
8054,Vitamin C,500mg,Acidity,Levocetirizine,No,1 tablet every 6 hrs
8055,Azithromycin,650mg,Acidity,ORS,No,1 tablet at night
8056,Dolo,250mg,Allergy,Electral,Yes,1 capsule every 8 hrs
8057,Dolo,250mg,Acidity,Famotidine,No,1 tablet daily
8058,Ibuprofen,10ml,Fever,Dolo,No,As directed by doctor
8059,Vitamin C,200ml,Pain,Famotidine,No,As directed by doctor
8060,Famotidine,250mg,Diabetes,Crocin,No,1 tablet every 6 hrs
8061,Diclofenac,500mg,Acidity,Ibuprofen,No,1 capsule every 8 hrs
8062,Amoxicillin,650mg,Bacterial Infection,Clarithromycin,Yes,1 tablet at night
8063,Zincovit,250mg,Diabetes,Azithromycin,No,1 tablet daily
8064,Ibuprofen,100mg,Acidity,Clarithromycin,No,As directed by doctor
8065,Azithromycin,100mg,Diabetes,Electral,No,1 tablet at night
8066,Clarithromycin,650mg,Allergy,Ibuprofen,Yes,1 tablet every 6 hrs
8067,Zincovit,500mg,Immunity Boost,Diclofenac,Yes,1 tablet every 6 hrs
8068,ORS,10ml,Headache,Azithromycin,No,1 tablet every 6 hrs
8069,Famotidine,500mg,Inflammation,Insulin,Yes,1 capsule every 8 hrs
8070,Metformin,650mg,Dehydration,Amoxicillin,No,1 tablet after meals
8071,Cetirizine,400mg,Acidity,Ranitidine,Yes,1 tablet at night
8072,Diclofenac,10ml,Throat Infection,Famotidine,No,1 tablet daily
8073,Electral,100mg,Pain,Dolo,No,1 tablet at night
8074,Ranitidine,10ml,Fever,Zincovit,No,1 tablet every 6 hrs
8075,Diclofenac,500mg,Immunity Boost,Famotidine,No,1 tablet every 6 hrs
8076,ORS,100mg,Allergy,Amoxicillin,No,As directed by doctor
8077,Amoxicillin,250mg,Dehydration,Cetirizine,Yes,1 tablet at night
8078,Paracetamol,100mg,Pain,Glimepiride,No,1 tablet daily
8079,Ibuprofen,200ml,Fever,Crocin,No,1 tablet daily
8080,Glimepiride,400mg,Acidity,Vitamin C,No,1 capsule every 8 hrs
8081,Electral,500mg,Throat Infection,Paracetamol,Yes,1 tablet daily
8082,Paracetamol,500mg,Cold,Zincovit,No,1 tablet after meals
8083,Insulin,200ml,Immunity Boost,Cetirizine,No,As directed by doctor
8084,Paracetamol,10ml,Inflammation,Clarithromycin,Yes,1 tablet daily
8085,Levocetirizine,100mg,Headache,Cetirizine,Yes,1 capsule every 8 hrs
8086,Dolo,250mg,Acidity,Amoxicillin,Yes,1 tablet daily
8087,Azithromycin,400mg,Diabetes,Ibuprofen,Yes,1 tablet daily
8088,Azithromycin,500mg,Inflammation,Amoxicillin,Yes,1 capsule every 8 hrs
8089,Vitamin C,650mg,Bacterial Infection,Vitamin C,No,As directed by doctor
8090,Ranitidine,200ml,Allergy,Ranitidine,Yes,1 tablet every 6 hrs
8091,Vitamin C,500mg,Allergy,Metformin,No,1 tablet at night
8092,Zincovit,10ml,Acidity,ORS,No,As directed by doctor
8093,Metformin,100mg,Allergy,Vitamin C,Yes,1 tablet daily
8094,Azithromycin,200ml,Immunity Boost,Metformin,Yes,1 tablet every 6 hrs
8095,Insulin,250mg,Throat Infection,Azithromycin,Yes,As directed by doctor
8096,Cetirizine,250mg,Inflammation,Diclofenac,No,1 capsule every 8 hrs
8097,Clarithromycin,400mg,Diabetes,Metformin,Yes,1 tablet after meals
8098,Crocin,250mg,Immunity Boost,Glimepiride,No,1 tablet daily
8099,ORS,200ml,Throat Infection,Levocetirizine,Yes,As directed by doctor
8100,Zincovit,650mg,Allergy,Crocin,No,1 tablet after meals
8101,Crocin,100mg,Bacterial Infection,Azithromycin,Yes,1 tablet daily
8102,ORS,400mg,Fever,Ibuprofen,No,As directed by doctor
8103,Famotidine,400mg,Cold,Electral,No,As directed by doctor
8104,Electral,650mg,Cold,Cetirizine,Yes,1 capsule every 8 hrs
8105,Glimepiride,250mg,Headache,Famotidine,Yes,1 tablet every 6 hrs
8106,Cetirizine,650mg,Bacterial Infection,Vitamin C,Yes,1 tablet daily
8107,Glimepiride,100mg,Cold,Insulin,Yes,1 tablet daily
8108,Insulin,250mg,Dehydration,Electral,Yes,1 tablet at night
